정답여부, 문제 번호, 문제이름
true,11922,BELA
true,11923,PUTOVANJE
true,11924,PIANINO
true,11925,PAROVI
true,11926,KRUMPIRKO
true,11928,공기놀이
true,11929,발렌타인 데이
true,11930,Smallest Enclosing Sphere
true,11931,수 정렬하기 4
true,11932,트리와 K번째 수
true,11933,공장들
true,11934,Fortune Telling 2
true,11936,이주 계획 세우기 1
true,11941,핀볼
true,11942,고려대는 사랑입니다
true,11943,파일 옮기기
true,11944,NN
true,11945,뜨거운 붕어빵
true,11946,ACM-ICPC
true,11947,이런 반전이
true,11948,과목선택
true,11949,번호표 교환
true,11950,2016 IOI
true,11951,JOI国のお散歩事情
true,11952,좀비
true,11953,쇼핑
true,11954,NIZOVI
true,11955,PROZOR
true,11956,OZLJEDA
true,11957,OTPOR
true,11958,행복한 수
true,11959,PROKLETNIK
true,11960,Max Flow
true,11961,High Card Low Card (Platinum)
true,11962,Counting Haybales
true,11963,High Card Low Card (Gold)
true,11964,Fruit Feast
true,11965,Bessie's Dream
true,11966,2의 제곱인가?
true,11967,불켜기
true,11968,High Card Wins
true,11969,Breed Counting
true,11970,Fence Painting
true,11973,Angry Cows (Silver)
true,11974,Subsequences Summing to Sevens
true,11976,Promotion Counting
true,11977,Angry Cows (Bronze)
true,11979,Fort Moo
true,11980,Mowing the Field (Platinum)
true,11982,Angry Cows (Gold)
true,11985,오렌지 출하
true,11986,スタンプラリー ２
true,11987,鉄道運賃
true,11988,縄張り
true,11989,단층
true,11990,Load Balancing (Platinum)
true,11991,Fenced In (Platinum)
true,11992,Circular Barn (Platinum)
true,11993,Circular Barn (Gold)
true,11994,Circular Barn Revisited
true,11995,Fenced In (Gold)
true,11997,Load Balancing (Silver)
true,11999,Milk Pails (Bronze)
true,12000,Circular Barn (Bronze)
true,12001,Load Balancing (Bronze)
true,12002,Field Reduction (Silver)
true,12003,Diamond Collector (Silver)
true,12004,Closing the Farm (Silver)
true,12005,Diamond Collector (Bronze)
true,12007,Field Reduction (Bronze)
true,12008,262144
true,12010,Landscaping
true,12011,Splitting the Field
true,12012,Closing the Farm (Gold)
true,12013,248 게임
true,12014,주식
true,12015,가장 긴 증가하는 부분 수열 2
true,12016,라운드 로빈 스케줄러
true,12017,CIRCUS
true,12018,Yonsei TOTO
true,12019,동아리방 청소!
true,12020,LU 분해
true,12021,보물 찾기
true,12022,짝
true,12023,연세대학교 포인트 게임
true,12024,사각형 찾기
true,12025,장난꾸러기 영훈
true,12026,BOJ 거리
true,12033,김인천씨의 식료품가게 (Small)
true,12034,김인천씨의 식료품가게 (Large)
true,12035,Dance Around The Clock (Small)
true,12036,Dance Around The Clock (Large)
true,12037,Polynesiaglot (Small1)
true,12038,Polynesiaglot (Small2)
true,12039,Polynesiaglot (Large)
true,12040,Password Security (Small1)
true,12041,Password Security (Small2)
true,12042,Lazy Spelling Bee (Small)
true,12043,Lazy Spelling Bee (Large)
true,12044,Robot Rock Band (Small)
true,12045,Robot Rock Band (Large)
true,12046,Not So Random (Small)
true,12047,Not So Random (Large)
true,12048,Sums of Sums (Small)
true,12049,Sums of Sums (Large)
true,12060,gFiles (Small)
true,12061,gFiles (Large)
true,12074,Googol String (Small)
true,12075,Googol String (Large)
true,12076,gCube (Small)
true,12077,gCube (Large)
true,12078,gCampus (Small)
true,12079,gCampus (Large)
true,12082,Bad Horse (Small1)
true,12083,Bad Horse (Small2)
true,12084,Captain Hammer (Small)
true,12085,Moist (Small1)
true,12086,Moist (Small2)
true,12087,첫 제출
true,12088,마지막 제출
true,12089,중간 제출
true,12090,초성 변환
true,12091,이브이 진화 시키기
true,12093,최댓값은 곧 페널티 감소
true,12095,가장 오래 걸리는 스도쿠
true,12096,
true,12097,1과 2
true,12098,눈치 게임
true,12099,점심메뉴
true,12101,"1, 2, 3 더하기 2"
true,12103,짝합 수열
true,12104,순환 순열
true,12105,123456789 찾기
true,12106,부분 문자열의 개수
true,12107,약수 지우기 게임 1
true,12109,Hindeks
true,12110,Telefoni
true,12111,Turnir
true,12112,Savrsen
true,12113,Sirni
true,12114,Gauss
true,12115,Baza
true,12116,Uzastopni
true,12117,Costly Binary Search (Small)
true,12118,Costly Binary Search (Large)
true,12119,Campinatorics (Small)
true,12120,Campinatorics (Large)
true,12121,Pretty Good Proportion (Small)
true,12122,Pretty Good Proportion (Large)
true,12129,Fairland (Small)
true,12130,Fairland (Large)
true,12131,Smoothing Window (Small)
true,12132,Smoothing Window (Large)
true,12137,River Flow (Small)
true,12138,River Flow (Large)
true,12139,Pegman (Small)
true,12140,Pegman (Large)
true,12141,Kiddie Pool (Small)
true,12142,Kiddie Pool (Large)
true,12143,영어와 프랑스어 (Small)
true,12144,영어와 프랑스어 (Large)
true,12147,Brattleship (Small)
true,12148,Brattleship (Large)
true,12149,Typewriter Monkey (Small)
true,12150,Typewriter Monkey (Large)
true,12151,"Less Money, More Problems (Small)"
true,12152,"Less Money, More Problems (Large)"
true,12153,Counter Culture (Small)
true,12155,Noisy Neighbors (Small)
true,12160,Mushroom Monster (Small)
true,12161,Mushroom Monster (Large)
true,12162,Haircut (Small)
true,12163,Haircut (Large)
true,12164,Logging (Small)
true,12165,Logging (Large)
true,12166,Standing Ovation (Small)
true,12167,Standing Ovation (Large)
true,12168,Infinite House of Pancakes (Small)
true,12169,Infinite House of Pancakes (Large)
true,12170,Dijkstra (Small)
true,12171,Dijkstra (Large)
true,12174,#include <Google I/O.h>
true,12175,Dreary Design (Small)
true,12176,Dreary Design (Large1)
true,12177,Dreary Design (Large2)
true,12178,Power Levels (Small)
true,12179,Power Levels (Large)
true,12180,Googlander (Small)
true,12181,Googlander (Large)
true,12184,GBus count (Small)
true,12185,GBus count (Large)
true,12205,Parentheses Order (Large)
true,12220,Paradox Sort (Small)
true,12221,Paradox Sort (Large)
true,12226,"Magical, Marvelous Tour (Small)"
true,12227,"Magical, Marvelous Tour (Large)"
true,12228,Last Hit (Small)
true,12229,Last Hit (Large)
true,12230,Crime House (Small)
true,12231,Crime House (Large)
true,12234,Data Packing (Small)
true,12235,Data Packing (Large)
true,12236,Up and Down (Small)
true,12237,Up and Down (Large)
true,12238,Don't Break The Nile (Small)
true,12239,Don't Break The Nile (Large)
true,12242,Part Elf (Small)
true,12243,Part Elf (Large)
true,12250,New Lottery Game (Small)
true,12251,New Lottery Game (Large)
true,12254,Charging Chaos (Small)
true,12255,Charging Chaos (Large)
true,12256,Full Binary Tree (Small)
true,12257,Full Binary Tree (Large)
true,12259,Magic Trick (Small)
true,12260,Cookie Clicker Alpha (Small)
true,12261,Cookie Clicker Alpha (Large)
true,12264,Deceitful War (Small)
true,12265,Deceitful War (Large)
true,12266,Sudoku Checker (Small)
true,12267,Sudoku Checker (Large)
true,12268,Meet and party (Small)
true,12269,Meet and party (Large)
true,12270,Hex (Small)
true,12271,Hex (Large)
true,12272,Dragon Maze (Small)
true,12273,Dragon Maze (Large)
true,12276,Read Phone Number (Small)
true,12277,Read Phone Number (Large)
true,12278,유리수 트리 (Small)
true,12279,유리수 트리 (Large)
true,12280,Sorting (Small)
true,12281,Sorting (Large)
true,12282,Cross the maze (Small)
true,12283,Cross the maze (Large)
true,12284,Spaceship Defence (Small)
true,12285,Spaceship Defence (Large)
true,12286,Bad Horse (Small1)
true,12287,Bad Horse (Small2)
true,12288,Captain Hammer (Small)
true,12289,Moist (Small1)
true,12290,Moist (Small2)
true,12293,Drummer (Small)
true,12294,Drummer (Large)
true,12309,Ticket Swapping (Small)
true,12310,Ticket Swapping (Large)
true,12311,Many Prizes (Small)
true,12312,Many Prizes (Large)
true,12313,Erdős–Szekeres (Small)
true,12314,Erdős–Szekeres (Large)
true,12319,Pogo (Small)
true,12320,Pogo (Large)
true,12331,Manage your Energy (Small)
true,12332,Manage your Energy (Large)
true,12335,Tic-Tac-Toe-Tomek (Small)
true,12336,Tic-Tac-Toe-Tomek (Large)
true,12337,Lawnmower (Small)
true,12338,Lawnmower (Large)
true,12339,Fair and Square (Small)
true,12340,Fair and Square (Large1)
true,12341,Fair and Square (Large2)
true,12342,Treasure (Small)
true,12343,Treasure (Large)
true,12344,Moist (Small1)
true,12345,Moist (Small2)
true,12346,Captain Hammer (Small)
true,12347,Bad Horse (Small1)
true,12348,Bad Horse (Small2)
true,12351,Hedgemony (Small)
true,12352,Hedgemony (Large)
true,12353,Dr. Spaceman의 특별한 알고리즘
true,12354,Ocean View (Small)
true,12355,Ocean View (Large)
true,12366,Perfect Game (Small)
true,12367,Perfect Game (Large)
true,12400,Speaking in Tongues (Small)
true,12401,Dancing With the Googlers (Small)
true,12402,Dancing With the Googlers (Large)
true,12403,Recycled Numbers (Small)
true,12404,Recycled Numbers (Large)
true,12407,Quake Live (Small1)
true,12408,Quake Live (Small2)
true,12429,생존자 (Small)
true,12430,생존자 (Large)
true,12437,새로운 달력 (Small)
true,12438,새로운 달력 (Large)
true,12441,약속장소 정하기 (Small)
true,12442,약속장소 정하기 (Large)
true,12453,カードシャッフル (Small)
true,12454,カードシャッフル (Large)
true,12457,ビット数 (Small)
true,12458,ビット数 (Large)
true,12491,Square Tiles (Small)
true,12492,Square Tiles (Large)
true,12503,FreeCell Statistics (Small)
true,12504,FreeCell Statistics (Large)
true,12509,Bot Trust (Small)
true,12510,Bot Trust (Large)
true,12511,Magicka (Small)
true,12512,Magicka (Large)
true,12513,Candy Splitting (Small)
true,12514,Candy Splitting (Large)
true,12515,챔피언소트 (Small)
true,12516,챔피언소트 (Large)
true,12517,Centauri Prime (Small1)
true,12518,Centauri Prime (Small2)
true,12519,Music Collection (Small1)
true,12520,Music Collection (Small2)
true,12523,Twibet (Small)
true,12524,Twibet (Large)
true,12525,Centauri Prime (Small1)
true,12526,Centauri Prime (Small2)
true,12527,Music Collection (Small1)
true,12528,Music Collection (Small2)
true,12529,Extreme Escalator Pogo (Small)
true,12530,Extreme Escalator Pogo (Large)
true,12531,Vanishing Numbers (Small)
true,12532,Vanishing Numbers (Large)
true,12533,Battlefield (Small)
true,12534,Battlefield (Large)
true,12535,Radio Receiver (Small)
true,12536,Radio Receiver (Large)
true,12537,Closing the Loop (Small)
true,12538,Closing the Loop (Large)
true,12539,Investing at the Market (Small)
true,12540,Investing at the Market (Large)
true,12541,Building a House (Small)
true,12542,Building a House (Large)
true,12547,Candy Store (Small)
true,12548,Candy Store (Large)
true,12555,De-RNG-ed (Small)
true,12556,De-RNG-ed (Large)
true,12571,Rope Intranet (Small)
true,12572,Rope Intranet (Large)
true,12573,Load Testing (Small)
true,12574,Load Testing (Large)
true,12577,File Fix-it (Small)
true,12578,File Fix-it (Large)
true,12581,Your Rank is Pure (Small)
true,12582,Your Rank is Pure (Large)
true,12585,Make it Smooth (Small)
true,12586,Make it Smooth (Large)
true,12587,Number Game (Small)
true,12588,Number Game (Large)
true,12589,Snapper Chain (Small)
true,12590,Snapper Chain (Large)
true,12591,Fair Warning (Small)
true,12592,Fair Warning (Large)
true,12595,Odd Man Out (Small)
true,12596,Odd Man Out (Large)
true,12597,Get to Work (Small)
true,12598,Get to Work (Large)
true,12599,Qualification Round (Small)
true,12600,Qualification Round (Large)
true,12603,Store Credit (Small)
true,12604,Store Credit (Large)
true,12605,단어순서 뒤집기
true,12606,Reverse Words (Large)
true,12607,T9 Spelling (Small)
true,12608,T9 Spelling (Large)
true,12611,Min Perimeter (Small)
true,12612,Min Perimeter (Large)
true,12615,Wi-fi Towers (Small)
true,12616,Wi-fi Towers (Large)
true,12629,Crazy Rows (Small)
true,12630,Crazy Rows (Large)
true,12633,Stock Charts (Small)
true,12634,Stock Charts (Large)
true,12637,All Your Base (Small)
true,12638,All Your Base (Large)
true,12639,Center of Mass (Small)
true,12640,Center of Mass (Large)
true,12641,Bribe the Prisoners (Small)
true,12642,Bribe the Prisoners (Large)
true,12645,The Next Number (Small)
true,12646,The Next Number (Large)
true,12655,Alien Language (Small)
true,12656,Alien Language (Large)
true,12659,Welcome to Code Jam (Small)
true,12660,Welcome to Code Jam (Large)
true,12661,Juice (Small)
true,12662,Juice (Large)
true,12663,Ping Pong Balls (Small)
true,12664,Ping Pong Balls (Large)
true,12667,Bridge Builders (Small)
true,12668,Bridge Builders (Large)
true,12669,The Year of Code Jam (Small)
true,12670,The Year of Code Jam (Large)
true,12693,Modern Art Plagiarism (Small)
true,12694,Modern Art Plagiarism (Large)
true,12695,How Big Are the Pockets? (Small)
true,12696,How Big Are the Pockets? (Large)
true,12697,Portal (Small)
true,12698,Portal (Large)
true,12699,Igra
true,12701,Endless Knight (Small)
true,12702,Endless Knight (Large)
true,12703,Cheating a Boolean Tree (Small)
true,12704,Cheating a Boolean Tree (Large)
true,12705,Triangle Areas (Small)
true,12706,Triangle Areas (Large)
true,12707,Star Wars (Small)
true,12708,Star Wars (Large)
true,12715,Increasing Speed Limits (Small)
true,12716,Increasing Speed Limits (Large)
true,12717,Crop Triangles (Small)
true,12718,Crop Triangles (Large)
true,12719,Number Sets (Small)
true,12720,Number Sets (Large)
true,12723,Minimum Scalar Product (Small)
true,12724,Minimum Scalar Product (Large)
true,12727,Numbers (Small)
true,12728,n제곱 계산
true,12729,Saving the Universe (Small)
true,12730,Saving the Universe (Large)
true,12731,열차 시간표(Small)
true,12732,열차 시간표(Large)
true,12735,Boat
true,12736,Fireworks
true,12738,가장 긴 증가하는 부분 수열 3
true,12739,돌림판 (Small)
true,12740,돌림판 (Large)
true,12741,쓰담쓰담
true,12742,혼합물 (Small)
true,12743,혼합물 (Large)
true,12744,팬케이크 쌓기
true,12745,Traffic (Small)
true,12746,Traffic (Large)
true,12749,Bosses
true,12750,Park
true,12752,도시들
true,12754,스왑
true,12755,수면 장애
true,12756,고급 레스토랑
true,12765,Balanced Diet
true,12766,지사 배정
true,12767,Ceiling Function
true,12768,Clock Breaking
true,12769,영원한 젊음
true,12770,Longest Rivers
true,12771,Oil
true,12773,Road Times
true,12774,Spin Doctor
true,12775,String Theory
true,12776,Swap Space
true,12778,CTP공국으로 이민 가자
true,12779,상품 is 뭔들
true,12780,원피스
true,12785,토쟁이의 등굣길
true,12788,제 2회 IUPC는 잘 개최될 수 있을까?
true,12789,도키도키 간식드리미
true,12790,Mini Fantasy War
true,12791,Starman
true,12792,주작 주 주작
true,12793,블록 게임
true,12794,위대한 믹싱 가요제
true,12795,반평면 땅따먹기
true,12796,나의 행렬곱셈 답사기
true,12797,연금술
true,12798,게나디는 머리가 좋습니다
true,12799,Dijamant
true,12800,Palinilap
true,12801,중계 신호
true,12802,Torrent
true,12808,Binary String
true,12809,Train in a Tunnel
true,12810,Beautiful Partition
true,12811,Problem Preparation
true,12812,Similar Subways
true,12813,이진수 연산
true,12814,Hyperways
true,12815,Dynamic memory allocation
true,12817,버스 노선
true,12818,Investigation
true,12821,Universities
true,12822,Wall
true,12823,Critical Projects
true,12825,Next Permutation
true,12826,Game
true,12827,Posters
true,12828,Sorting
true,12829,Mission
true,12830,Newspapers
true,12831,An inexperienced slalomer
true,12832,Tickets
true,12833,XORXORXOR
true,12836,가계부 (Easy)
true,12837,가계부 (Hard)
true,12840,창용이의 시계
true,12841,정보대 등산
true,12842,튀김 소보루
true,12843,복수전공
true,12844,XOR
true,12846,무서운 아르바이트
true,12847,꿀 아르바이트
true,12849,본대 산책
true,12850,본대 산책2
true,12851,숨바꼭질 2
true,12852,1로 만들기 2
true,12854,홍준이는 물리를 좋아해
true,12855,홍준이는 FFT를 좋아해
true,12856,홍준이는 색칠을 좋아해
true,12857,홍준이는 문자열을 좋아해
true,12858,Range GCD
true,12859,점프하는 민호
true,12861,죄수에게 주는 뇌물
true,12862,Love Triangles
true,12864,사서왕 준서
true,12865,평범한 배낭
true,12866,피노키오
true,12867,N차원 여행
true,12871,무한 문자열
true,12873,기념품
true,12874,괄호 문자열 만들기
true,12875,칙령
true,12876,반평면 땅따먹기 2
true,12877,먹이 사슬
true,12878,Blocks
true,12880,그래프 차이 최소
true,12884,A Lot of Games
true,12885,Fox and Card Game
true,12888,완전 이진 트리 도로 네트워크
true,12893,적의 적
true,12894,Equivalent Strings
true,12895,화려한 마을
true,12896,스크루지 민호
true,12897,Candy
true,12898,Selling RNA Strands
true,12899,데이터 구조
true,12900,Cheating a Boolean Tree
true,12901,Number Sets
true,12902,Alice and Bob
true,12904,A와 B
true,12908,텔레포트 3
true,12911,좋아하는 배열
true,12912,트리 수정
true,12915,대회 개최
true,12916,K-Path
true,12917,문자열 함수 계산
true,12918,정리정돈
true,12919,A와 B 2
true,12920,평범한 배낭 2
true,12921,제한된 메모리
true,12925,Numbers
true,12926,쉽게 제한된 메모리
true,12927,배수 스위치
true,12928,트리와 경로의 길이
true,12931,두 배 더하기
true,12933,오리
true,12934,턴 게임
true,12935,트리와 경로의 길이 2
true,12936,영웅은 죽지 않아요
true,12939,부분 문자열
true,12940,에너지 관리
true,12941,동전 게임
true,12942,원 위의 춤
true,12944,재미있는 숫자 놀이
true,12945,재미있는 박스 정리
true,12952,숫자 자물쇠
true,12953,숫자 자물쇠 2
true,12956,퍼레이드
true,12963,달리기
true,12966,턴 게임 2
true,12968,방문
true,12969,ABC
true,12970,AB
true,12971,숫자 놀이
true,12973,Array GCD
true,12974,시간 여행과 Multiset
true,12975,트라이슬
true,12976,돌 옮기기
true,12978,스크루지 민호 2
true,12979,종이 접기
true,12981,공 포장하기
true,12982,공 포장하기 2
true,12984,문자열의 분할
true,12986,화려한 마을2
true,12987,Matrix Again
true,12988,주식 차트
true,12989,LCS Again
true,12990,A Heap of Heaps
true,12991,홍준이의 행렬
true,12992,홍준이의 교집합
true,12993,이동3
true,12995,트리나라
true,12996,Acka
true,12997,철인 2종 경기
true,12998,꽃 장식하기
true,12999,화려한 마을3
true,13002,Happy Cow
true,13003,배수열
true,13004,비밀 임무
true,13005,행복한 나무
true,13007,ntopia
true,13013,접미사 배열 2
true,13015,별 찍기 - 23
true,13016,내 왼손에는 흑염룡이 잠들어 있다
true,13019,A를 B로
true,13021,공 색칠하기
true,13022,늑대와 올바른 단어
true,13023,ABCDE
true,13024,서브 트리의 크기
true,13026,저녁 식사
true,13030,홍준이와 트리
true,13031,쉽게 행복한 나무
true,13033,홍준이와 트리2
true,13034,다각형 게임
true,13035,Rectangle and Squares
true,13036,Zeroes and Ones
true,13040,Important Test
true,13041,Centipede
true,13042,Binary Tree
true,13044,Money Exchange
true,13050,Maximal Sum
true,13051,Fancy Antiques
true,13052,Alternative Bracket Notation
true,13053,Greetings!
true,13054,Programming Team
true,13055,K-Inversions
true,13056,Mountain Scenes
true,13057,Symmetry
true,13058,Jewel Thief
true,13059,Tourists
true,13060,Whiteboard
true,13061,YATP
true,13062,2016 KBO 한국시리즈 우승팀
true,13063,Lobby
true,13064,Cameras
true,13073,Sums
true,13076,Distinct rational numbers
true,13082,M and A
true,13083,Change a Password
true,13084,Delete Files
true,13085,Line Gimmick
true,13087,Modern Announce Network
true,13089,Donut Decoration
true,13091,Longest Shortest Path
true,13092,Optimal Tournament
true,13093,North North West
true,13094,Unknown Switches
true,13095,Speedrun
true,13096,Flowers
true,13098,Reverse a Road II
true,13099,Cookie Counter
true,13100,Points and Lines
true,13102,Website Tour
true,13103,Idempotent Filter
true,13116,30번
true,13118,뉴턴과 사과
true,13119,Mountains Beyond Mountains
true,13120,트리의 변화
true,13121,이진 탐색
true,13124,순열 그래프의 전갈성 판별
true,13125,Checkpoint
true,13126,The Show Must Go On
true,13127,도박과 사각형
true,13129,Disposable Cup
true,13130,FunctionCup
true,13131,HicCup
true,13132,World Cup
true,13133,Aurora Princess
true,13134,Baseball Watching
true,13135,Corrupt Election
true,13136,Do Not Touch Anything
true,13137,Exchange Problem
true,13138,Fairies' Sorcery
true,13139,Grid Forest
true,13140,Hello World!
true,13141,Ignition
true,13143,King of Chairs
true,13144,List of Unique Numbers
true,13145,Masonry Bridge
true,13146,같은 수로 만들기 2
true,13147,Dwarves
true,13149,Knapsack in a Globalized World
true,13150,Matrix Cypher
true,13151,Model Railroad
true,13152,One-Way Roads
true,13153,Formula
true,13154,Celestial Map
true,13155,Common Knowledge
true,13156,Selling CPUs
true,13157,Routing
true,13158,Maze
true,13159,배열
true,13160,최대 클리크 구하기
true,13161,분단의 슬픔
true,13163,닉네임에 갓 붙이기
true,13164,행복 유치원
true,13165,이것도 해결해 보시지
true,13166,범죄 파티
true,13167,포스터
true,13168,내일로 여행
true,13169,Xor of Sums
true,13170,떨어진 수정
true,13171,A
true,13172,Σ
true,13173,Ω
true,13174,괄호
true,13175,능력
true,13176,동전
true,13178,목공
true,13179,비트
true,13180,순열
true,13181,악수
true,13182,제비
true,13183,창문
true,13184,카드
true,13185,트리
true,13186,팔찌
true,13187,흑백
true,13188,Kangaroo
true,13190,Match
true,13191,Popeala
true,13199,치킨 먹고 싶다
true,13201,즉흥 여행
true,13202,피자 배치
true,13203,읽어내기
true,13204,표본의 수 구하기
true,13205,비밀번호
true,13206,Professor KCM
true,13207,Torres del Paine
true,13208,승현이와 승현이
true,13209,검역소
true,13210,직사각형의 개수
true,13211,Passport Checking
true,13221,Manhattan
true,13222,Matches
true,13223,소금 폭탄
true,13224,Chop Cup
true,13225,Divisors
true,13226,Divisors Again
true,13228,The REAL Manhattan distance
true,13229,Selection Sum
true,13231,Lucky Tickets
true,13234,George Boole
true,13235,팰린드롬
true,13236,Collatz Conjecture
true,13238,Bitcoin investment
true,13239,Combinations
true,13240,Chessboard
true,13241,최소공배수
true,13242,Harps and Tails
true,13243,Non-decreasing subsegment
true,13245,Sum of digits
true,13246,행렬 제곱의 합
true,13249,공의 충돌
true,13250,주사위 게임
true,13251,조약돌 꺼내기
true,13252,카지노
true,13253,토러스
true,13254,연휴
true,13255,동전 뒤집기
true,13256,수열의 아름다움
true,13257,생태학
true,13258,복권 + 은행
true,13259,강호의 초대
true,13260,문자열 자르기
true,13261,탈옥
true,13262,수열의 OR 점수
true,13263,나무 자르기
true,13264,접미사 배열 2
true,13265,색칠하기
true,13266,생일 케이크
true,13267,쿠키 배열
true,13268,셔틀런
true,13269,쌓기나무
true,13270,피보나치 치킨
true,13271,스파이
true,13272,비밀번호
true,13273,로마숫자
true,13274,수열
true,13275,가장 긴 팰린드롬 부분 문자열
true,13276,Prefix와 Suffix
true,13277,큰 수 곱셈
true,13278,피보나치 합의 개수
true,13279,곱의 합 쿼리
true,13280,Selection of Participants of an Experiment
true,13281,Look for the Winner!
true,13282,Bamboo Blossoms
true,13288,A New Alphabet
true,13289,Arcade!
true,13290,Big Truck
true,13291,Brackets
true,13292,Dots and Boxes
true,13294,역팩토리얼
true,13295,Nine Packs
true,13297,Quick Estimates
true,13298,Robotopia
true,13299,Unusual Darts
true,13300,방 배정
true,13301,타일 장식물
true,13302,리조트
true,13303,장애물 경기
true,13304,방 배정
true,13305,주유소
true,13306,트리
true,13307,레이저 센서
true,13308,주유소
true,13309,트리
true,13310,먼 별
true,13311,행운의 편지
true,13312,아크코사인은 믿음입니다
true,13313,손은 컴퓨터보다 빠르다
true,13314,플로이드에 오타가?
true,13315,실수 써도 풀려요?
true,13316,std::정렬부터 시작하는 디버깅 생활
true,13317,한 번 남았다
true,13319,가짜 소수
true,13320,잘못 구현한 디닉
true,13321,디닉은 네제곱입니까?
true,13322,접두사 배열
true,13323,BOJ 수열 1
true,13324,BOJ 수열 2
true,13325,이진 트리
true,13326,Diameter
true,13327,개구리
true,13328,Message Passing
true,13329,Meteor Shower
true,13330,유사 팰린드롬
true,13331,Planar Drawing
true,13332,Project Team
true,13333,Q-인덱스
true,13334,철로
true,13335,트럭
true,13337,거의 오일러 그래프
true,13339,XOR 수열
true,13343,Block Game
true,13344,Chess Tournament
true,13345,Completing the Square
true,13346,Hamming Ellipses
true,13347,Lost In The Woods
true,13348,Memory Match
true,13349,Millionaire Madness
true,13350,Presidential Elections
true,13351,Rock Band
true,13352,석양이 진다...
true,13353,Translators’ Dinner
true,13354,Artwork
true,13355,Bless You Autocorrect!
true,13356,Card Hand Sorting
true,13357,Daydreaming Stockbroker
true,13359,Fleecing the Raffle
true,13360,Game Rank
true,13361,최고인 대장장이 토르비욘
true,13363,Jumbled Compass
true,13364,Keeping the Dogs Apart
true,13366,Math Contest
true,13367,Weeping Fig
true,13379,Far Far Away
true,13380,Found
true,13381,Jump
true,13387,Water Pump
true,13389,RMQ
true,13392,방법을 출력하지 않는 숫자 맞추기
true,13397,구간 나누기 2
true,13398,연속합 2
true,13399,Rearranging a Sequence
true,13401,Distribution Center
true,13402,Hidden Anagrams
true,13403,Infallibly Crack Perplexing Cryptarithm
true,13404,Three Kingdoms of Bourdelot
true,13405,Placing Medals on a Binary Tree
true,13406,Animal Companion in Maze
true,13408,Cover the Polygon with Your Disk
true,13409,Black and White Boxes
true,13410,거꾸로 구구단
true,13411,하늘에서 정의가 빗발친다!
true,13412,서로소 쌍
true,13413,오셀로 재배치
true,13414,수강신청
true,13415,정렬 게임
true,13423,Three Dots
true,13424,비밀 모임
true,13428,배열의 합
true,13430,합 구하기
true,13431,트리 문제
true,13432,좋은 부분 문자열
true,13433,기하 문제
true,13438,계단 오르기 운동
true,13441,마법의 나무
true,13443,바둑
true,13444,보드 색칠하기
true,13445,부분 수열 XOR
true,13447,그래프 최대 매칭
true,13448,SW 역량 테스트
true,13450,László Babai
true,13458,시험 감독
true,13459,구슬 탈출
true,13460,구슬 탈출 2
true,13462,Battle Simulation
true,13463,Brexit
true,13467,Manhattan Positioning System
true,13468,Multiplying Digits
true,13469,Older Brother
true,13470,Programming Tutors
true,13471,Safe Racing
true,13472,Sticky Situation
true,13473,Anniversary Cake
true,13475,CodeCoder vs TopForces
true,13478,Folding
true,13479,Gangsters in Central City
true,13481,Integral Polygons
true,13483,King’s Heir
true,13484,Tarifa
true,13485,Jetpack
true,13486,Cezar
true,13487,Mag
true,13488,Kralj
true,13489,Vještica
true,13502,단어퍼즐 2
true,13503,최소 체인 커버
true,13504,XOR 합
true,13505,두 수 XOR
true,13506,카멜레온 부분 문자열
true,13507,좋은 부분 문자열의 개수
true,13509,가장 가까운 두 점 2
true,13510,트리와 쿼리 1
true,13511,트리와 쿼리 2
true,13512,트리와 쿼리 3
true,13513,트리와 쿼리 4
true,13514,트리와 쿼리 5
true,13515,트리와 쿼리 6
true,13516,트리와 쿼리 7
true,13517,트리와 쿼리 8
true,13518,트리와 쿼리 9
true,13519,트리와 쿼리 10
true,13532,악마의 수열
true,13533,꽃 구매하기
true,13534,생일 파티
true,13535,괄호 부분 문자열
true,13536,괄호 부분 문자열 쿼리
true,13537,수열과 쿼리 1
true,13538,XOR 쿼리
true,13539,트리와 쿼리 11
true,13540,팰린드롬과 쿼리
true,13541,K번째 부분 문자열
true,13542,우표 구매하기
true,13543,수열과 쿼리 2
true,13544,수열과 쿼리 3
true,13545,수열과 쿼리 0
true,13546,수열과 쿼리 4
true,13547,수열과 쿼리 5
true,13548,수열과 쿼리 6
true,13549,숨바꼭질 3
true,13550,수열과 쿼리 7
true,13551,원과 쿼리
true,13552,구와 쿼리
true,13553,수열과 쿼리 8
true,13554,수열과 쿼리 9
true,13555,증가하는 부분 수열
true,13556,증가하는 부분 수열 2
true,13557,수열과 쿼리 10
true,13559,Bridge Park
true,13560,축구 게임
true,13561,House Rental
true,13565,침투
true,13567,로봇
true,13569,Rounding
true,13571,나이트의 이동
true,13572,나이트의 이동 2
true,13573,동전 뒤집기 3
true,13574,수열 변환
true,13575,보석 가게
true,13576,Prefix와 Suffix
true,13587,huaauhahhuahau
true,13597,Tri-du
true,13610,Volta
true,13664,Guerra nas estrelas
true,13698,Hawk eyes
true,13699,점화식
true,13701,중복 제거
true,13704,수열과 쿼리 11
true,13705,Ax+Bsin(x)=C
true,13706,제곱근
true,13707,합분해 2
true,13708,모든 점을 포함하는 원
true,13709,XOR 합 2
